id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
72,Internal,1.8772848691608823,2018-09-08 23:34:32,2020-07-25 18:08:56,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
73,External,0.9186502260403842,2020-07-25 17:10:44,2021-06-26 11:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
74,Internal,0.37807017561220313,2020-07-25 18:08:56,2020-12-11 03:07:02,north,-16.37212402,-71.53682922,south,-16.43125021,-71.53979485
75,External,1.274826625770738,2020-12-11 03:09:01,2022-03-21 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
76,Internal,0.45526359917341175,2020-12-11 03:07:02,2021-05-26 08:35:42,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
77,External,2.8845454354605207,2021-05-26 07:35:52,2024-04-13 11:00:00,south,-16.43125021,-71.53979485,north,-16.37212402,-71.53682922
78,Internal,0.2033939322268261,2021-05-26 08:35:42,2021-08-08 14:19:33,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
79,Internal,1.1540487638247732,2021-08-08 13:21:31,2022-10-03 18:49:33,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
80,External,0.6347230702723476,2022-10-03 18:49:33,2023-05-23 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
81,Internal,0.5598991067788381,2022-10-03 18:49:33,2023-04-26 03:32:31,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
